datetime,text,isRetweet
"May 16, 2025 @ 6:46 PM ET",There has never been a trip like this by any President…,False
"May 16, 2025 @ 6:45 PM ET",I’ve always considered the Middle East to be a very important region…,False
"May 16, 2025 @ 5:59 PM ET","The Supreme Court has just ruled that the worst murderers, drug dealers, gang members, and even those who are mentally insane, who came into our Country illegally, are not allowed to be forced out without going through a long, protracted, and expensive Legal Process, one that will take, possibly, many years for each person, and one that will allow these people to commit many crimes before they even see the inside of a Courthouse. The result of this decision will let more CRIMINALS pour into our Country, doing great harm to our cherished American public. It will also encourage other criminals to illegally enter our Country, wreaking havoc and bedlam wherever they go. The Supreme Court of the United States is not allowing me to do what I was elected to do. Sleepy Joe Biden allowed MILLIONS of Criminal Aliens to come into our Country without any “PROCESS” but, in order to get them out of our Country, we have to go through a long and extended PROCESS. In any event, thank you to Justice Alito and Justice Thomas for attempting to protect our Country. This is a bad and dangerous day for America!",False
"May 16, 2025 @ 5:12 PM ET",THE SUPREME COURT WON’T ALLOW US TO GET CRIMINALS OUT OF OUR COUNTRY!,False
"May 16, 2025 @ 3:27 PM ET","Senator Markwayne Mullin is doing a tremendous job representing the wonderful People of the Great State of Oklahoma, where I was the only person to win all 77 out of 77 Counties (Ronald Reagan was second with 56 Counties) — I did it in 2016, 2020, and 2024! A MAGA Warrior, and former undefeated professional MMA fighter, Markwayne brings that same Fighting Spirit to the U.S. Senate, where he works tirelessly to Advance our America First Agenda. As the only actual Native American in the Senate (now that Elizabeth “Pocahontas” Warren has been determined not to be one!), Markwayne is a fantastic advocate for our Incredible Tribal Communities. Additionally, Markwayne is relentlessly focused on helping us Grow the Economy, Champion American Energy DOMINANCE, Support our Amazing Farmers and Ranchers, Help Secure our now VERY Secure Southern Border, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment, which has not been attacked, amended, or changed while I was President. Oklahoma, Markwayne Mullin has my Complete and Total Endorsement for Re-Election – HE WILL NEVER LET YOU DOWN!",False
"May 16, 2025 @ 11:02 AM ET","Senator Shelley Moore Capito is doing a tremendous job representing the Wonderful People of West Virginia, a State I love and WON BIG in 2016, 2020, and 2024! As the Chair of the Senate Environment and Public Works Committee, Shelley is working to advance Pro Growth policies, unleash America’s Energy Dominance, and prioritize Clean Air, Clean Water, Clean Soil, and BEAUTIFUL, CLEAN COAL for ALL Americans. Shelley is fighting tirelessly to Grow the Economy, Secure the Border, Stop Migrant Crime, Support our Great Military/Vets, and Defend our always under siege Second Amendment. Senator Shelley Moore Capito has my Complete and Total Endorsement for Re-Election – SHE WILL NOT LET YOU DOWN!",False
"May 16, 2025 @ 10:07 AM ET","Republicans MUST UNITE behind, “THE ONE, BIG BEAUTIFUL BILL!” Not only does it cut Taxes for ALL Americans, but it will kick millions of Illegal Aliens off of Medicaid to PROTECT it for those who are the ones in real need. The Country will suffer greatly without this Legislation, with their Taxes going up 65%. It will be blamed on the Democrats, but that doesn’t help our Voters. We don’t need “GRANDSTANDERS” in the Republican Party. STOP TALKING, AND GET IT DONE! It is time to fix the MESS that Biden and the Democrats gave us. Thank you for your attention to this matter!",False
"May 16, 2025 @ 10:07 AM ET","I see that Highly Overrated Bruce Springsteen goes to a Foreign Country to speak badly about the President of the United States. Never liked him, never liked his music, or his Radical Left Politics and, importantly, he’s not a talented guy — Just a pushy, obnoxious JERK, who fervently supported Crooked Joe Biden, a mentally incompetent FOOL, and our WORST EVER President, who came close to destroying our Country. If I wasn’t elected, it would have been GONE by now! Sleepy Joe didn’t have a clue as to what he was doing, but Springsteen is “dumb as a rock,” and couldn’t see what was going on, or could he (which is even worse!)? This dried out “prune” of a rocker (his skin is all atrophied!) ought to KEEP HIS MOUTH SHUT until he gets back into the Country, that’s just “standard fare.” Then we’ll all see how it goes for him!",False
"May 16, 2025 @ 9:35 AM ET","THE SUPREME COURT IS BEING PLAYED BY THE RADICAL LEFT LOSERS, WHO HAVE NO SUPPORT, THE PUBLIC HATES THEM, AND THEIR ONLY HOPE IS THE INTIMIDATION OF THE COURT, ITSELF. WE CAN’T LET THAT HAPPEN TO OUR COUNTRY!",False
"May 16, 2025 @ 9:21 AM ET","Has anyone noticed that, since I said “I HATE TAYLOR SWIFT,” she’s no longer “HOT?”",False
"May 16, 2025 @ 12:26 AM ET","The Radical Left SleazeBags, which has no cards remaining in its illegal bag of tricks, is, in a very coordinated manner, PLAYING THE REF with regard to the United States Supreme Court. They lost the Election in a landslide, and with it, have totally lost their confidence and reason. They are stone cold CRAZY! I hope the Supreme Court doesn’t fall for the games they play. The people are with us in bigger numbers than ever before. They want to, MAKE AMERICA GREAT AGAIN!!!",False
"May 15, 2025 @ 10:50 AM ET",RT @LinzySpace,True
"May 15, 2025 @ 8:07 AM ET","Remember, it all started right after the Civil War ended, it had nothing to do with current day Immigration Policy!",False
"May 15, 2025 @ 7:53 AM ET","Big case today in the United States Supreme Court. Birthright Citizenship was not meant for people taking vacations to become permanent Citizens of the United States of America, and bringing their families with them, all the time laughing at the “SUCKERS” that we are! The United States of America is the only Country in the World that does this, for what reason, nobody knows — But the drug cartels love it! We are, for the sake of being politically correct, a STUPID Country but, in actuality, this is the exact opposite of being politically correct, and it is yet another point that leads to the dysfunction of America. Birthright Citizenship is about the babies of slaves. As conclusive proof, the Civil War ended in 1865, the Bill went to Congress less than a year later, in 1866, and was passed shortly after that. It had nothing to do with Illegal Immigration for people wanting to SCAM our Country, from all parts of the World, which they have done for many years. It had to do with Civil War results, and the babies of slaves who our politicians felt, correctly, needed protection. Please explain this to the Supreme Court of the United States. Again, remember, the Civil War ended in 1865, and the Bill goes to Congress in 1866 — We didn’t have people pouring into our Country from all over South America, and the rest of the World. It wasn’t even a subject. What we had were the BABIES OF SLAVES. Thank you for your attention to this matter. Good luck with this very important case. GOD BLESS THE U.S.A.!",False
"May 14, 2025 @ 1:43 PM ET","RT @WhiteHouse“The gleaming marbles of Riyadh and Abu Dhabi were not created by the so-called nation builders, neocons, or liberal nonprofits. The birth of a modern Middle East has been brought by the people of the region themselves. Peace, prosperity, and progress ultimately came not from a radical rejection of your heritage, but rather from embracing your national traditions and embracing that same heritage that you love so dearly.” –President @realDonaldTrump 🇺🇸🇸🇦",True
"May 14, 2025 @ 12:01 AM ET",RT @IStandWithTrump47,True
"May 14, 2025 @ 12:01 AM ET",RT @lauramarks,True
"May 14, 2025 @ 12:01 AM ET",RT @SpiritualStreetfighter,True
"May 13, 2025 @ 11:59 PM ET","RT @FLPatriot2627To everyone complaining about this gift: How about the Resolute Desk aka Hayes Desk that was gifted to President Hayes from Queen Victoria in 1880?What about the Statue of Liberty which was gifted from France in1886?Be truthful, it is ONLY because it is President Donald J. Trump @realDonaldTrump that you are spewing your idiocy! The plane is NOT President Trumps!!! It is a gift to AMERICA and the DOD 🇺🇸 Get over it!",True
"May 13, 2025 @ 11:58 PM ET","RT @IStandWithTrump47You are absolutely right Sir! The Media and the left never have a problem with America giving billions of taxpayers dollars to foreign countries, but apparently getting a gift from another country is wrong!? Give me a break! 🤯 #Truth",True
"May 13, 2025 @ 11:58 PM ET",RT @IStandWithTrump47The American people are winning every day! #MAGA #AmericaFirst 🇺🇸,True
"May 13, 2025 @ 11:57 PM ET",RT @akaPR0B0SS,True
"May 13, 2025 @ 11:56 PM ET",RT @marcgriff89,True
"May 13, 2025 @ 11:56 PM ET",RT @IStandWithTrump47Thank you Sir!!! #MAGA #Truth #AmericaFirst,True
"May 13, 2025 @ 11:55 PM ET",RT @SunnyNguyen,True
"May 13, 2025 @ 11:54 PM ET",RT @IStandWithTrump47We love you Sir!!! #Truth #MAGA #AmericaFirst 🇺🇸,True
"May 13, 2025 @ 11:53 PM ET",RT @IStandWithTrump47I’m so proud of my President!!! #Truth #MAGA ❤️🇺🇸🇸🇦,True
"May 13, 2025 @ 7:50 PM ET","The Boeing 747 is being given to the United States Air Force/Department of Defense, NOT TO ME! It is a gift from a Nation, Qatar, that we have successfully defended for many years. It will be used by our Government as a temporary Air Force One, until such time as our new Boeings, which are very late on delivery, arrive. Why should our military, and therefore our taxpayers, be forced to pay hundreds of millions of Dollars when they can get it for FREE from a country that wants to reward us for a job well done. This big savings will be spent, instead, to MAKE AMERICA GREAT AGAIN! Only a FOOL would not accept this gift on behalf of our Country. Thank you for your attention to this matter!",False
"May 13, 2025 @ 4:07 PM ET",So nice. Thank you!,False
"May 13, 2025 @ 3:51 PM ET",A great day in Saudi Arabia!!!,False
"May 13, 2025 @ 1:48 PM ET","Will be interviewed tonight by Sean Hannity on FoxNews, 9:00 P.M. ENJOY!",False
"May 13, 2025 @ 1:43 PM ET","No Inflation, and Prices of Gasoline, Energy, Groceries, and practically everything else, are DOWN!!! THE FED must lower the RATE, like Europe and China have done. What is wrong with Too Late Powell? Not fair to America, which is ready to blossom? Just let it all happen, it will be a beautiful thing!",False
"May 13, 2025 @ 3:27 AM ET",Just landed in Saudi Arabia!,False
"May 12, 2025 @ 10:09 PM ET","RT @realDonaldTrumpWe are going to slash the cost of prescription drugs, and we will bring fairness to America. Drug prices will come down—We're gonna cut out the middlemen and facilitate the direct sale of drugs at the most favored nation price directly to the American citizen!",True
"May 12, 2025 @ 10:08 PM ET","Joe Concha has written an incredible new book, “THE GREATEST COMEBACK EVER: Inside Trump’s Big Beautiful Campaign.” Joe has been studying our Movement from the very beginning and understands, far better than the many other so-called “experts,” the Iconic Moments that contributed to our truly Historic Election. We broke through the Fake News, which is getting worse by the hour, and exposed the TRUTH of the many challenges our Nation is facing — and WON BIG. THE BEST IS YET TO COME!",False
"May 12, 2025 @ 6:28 PM ET","Jack Ciattarelli is a terrific America First Candidate running to be the next Governor of a State that I love, NEW JERSEY! Jack, who after getting to know and understand MAGA, has gone ALL IN, and is now 100% (PLUS!). He is strongly supported by the most Highly Respected Leaders in New Jersey and, as your next Governor, Jack Ciattarelli will work closely with me and the Trump Administration to advance our America First Agenda. Jack will fight tirelessly to Grow our Economy, Cut Taxes and Regulations, Restore our Economic Power, Help Secure our now VERY Secure (Record Setting!) Southern Border, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Protect our Great Military/Vets, Advance American Energy DOMINANCE by helping to keep the price of Gasoline, Oil, and all forms of Energy VERY LOW (CHEAP!), and Defend our always under siege Second Amendment, which has not been attacked, amended, or changed while I was President. Also, Jack is the Republican Candidate who is best positioned to STAND TALL against the Radical Left Democrats and, most importantly, ensure a Big Victory in this Very Important Gubernatorial Election, an Election that is being closely watched by the entire World because, we are ending WOKE, and all of the other NONSENSE that goes along with it, AND NOBODY WANTS TO SEE IT COME BACK! Jack Ciattarelli is a WINNER, and has my Complete and Total Endorsement – HE WILL NOT LET YOU DOWN. MAKE AMERICA GREAT AGAIN, ELECT JACK CIATTARELLI!",False
"May 12, 2025 @ 5:23 PM ET","If we’re not allowed to send the murderers and other criminals of every type, size, and shape, IMMEDIATELY out of our Country, we aren’t going to have a Country anymore. Radical Left Judges and politicians don’t care, but 90% of the people in the U.S.A. do. Hopefully, the Supreme Court will agree with this and, SAVE AMERICA!",False
"May 12, 2025 @ 4:55 PM ET","We are going to slash the cost of prescription drugs, and we will bring fairness to America. Drug prices will come down—We're gonna cut out the middlemen and facilitate the direct sale of drugs at the most favored nation price directly to the American citizen!",False
"May 12, 2025 @ 1:04 PM ET","This week the Republicans are meeting in the Tax, Energy, and Agriculture Committees on major pieces of “THE ONE, BIG, BEAUTIFUL BILL.” Republicans need to UNIFY behind their Highly Respected Chairmen, Jason Smith, Brett Guthrie, and Glenn “GT” Thompson. Remember, these are men that truly strive to do what is RIGHT for America. The Democrats, on the other hand, want to DESTROY our Country. You must oppose these Democrat Amendments which, in all fairness to them, were made prior to my News Conference this morning announcing that Drug Prices, under our Most Favored Nations Policy, will be going down from 50% to 90%, affecting EVERYTHING that is done in a very positive way. When I return from the Middle East, where great things will happen for America, we will work together on any and all outstanding issues, but there shouldn’t be many — The Bill is GREAT. We have no alternative, WE MUST WIN! But now, with the tremendous Drug and Pharmaceutical Cuts, plus massive incoming Tariff Money, our “GREAT, BIG, BEAUTIFUL BILL” just got much BIGGER and BETTER. The Golden Age of America will soon be upon us. MAKE AMERICA GREAT AGAIN!",False
"May 12, 2025 @ 12:28 PM ET","Dr. Jay Bhattacharya: ""What President Trump has done is a historic measure that should have been done a long time ago. What we're going to do is make sure that those prices become much closer to equal like a competitive market you would expect.""",False
"May 12, 2025 @ 12:24 PM ET","Secretary Kennedy: ""We now have a President who is a man of his word, who has the courage... he can't be bought, unlike most of the politicians in this country — and he is standing here for the American people.""",False
"May 12, 2025 @ 12:21 PM ET","Edan Alexander, the last living American hostage, is being sreleased. Congratulations to his wonderful parents, family, and friends!",False
"May 12, 2025 @ 6:24 AM ET","DRUG PRICES TO BE CUT BY 59%, PLUS! Gasoline, Energy, Groceries, and all other costs, DOWN. NO INFLATION!!! LOVE, DJT",False
"May 12, 2025 @ 6:21 AM ET","EDAN ALEXANDER, AMERICAN HOSTAGE THOUGHT DEAD, TO BE RELEASED BY HAMAS. GREAT NEWS!",False
"May 11, 2025 @ 8:42 PM ET","So the fact that the Defense Department is getting a GIFT, FREE OF CHARGE, of a 747 aircraft to replace the 40 year old Air Force One, temporarily, in a very public and transparent transaction, so bothers the Crooked Democrats that they insist we pay, TOP DOLLAR, for the plane. Anybody can do that! The Dems are World Class Losers!!! MAGA",False
"May 11, 2025 @ 8:08 PM ET","So funny to watch old timer Martha Raditz on ABC Fake News (the Slopadopolus show!) this morning, blurt out that, effectively, Pope Leo’s selection had nothing to do with Donald Trump. It came out of nowhere, but it was on her Trump Deranged Mind. Remember, I did WIN the Catholic Vote, by a lot! Bob Iger should do something about the losers and haters he’s got on his low rated shows. It’s time for change. MAGA!!!",False
"May 11, 2025 @ 6:38 PM ET","I am happy to announce that Edan Alexander, an American citizen who has been held hostage since October 2023, is coming home to his family. I am grateful to all those involved in making this monumental news happen. This was a step taken in good faith towards the United States and the efforts of the mediators — Qatar and Egypt — to put an end to this very brutal war and return ALL living hostages and remains to their loved ones. Hopefully this is the first of those final steps necessary to end this brutal conflict. I look very much forward to that day of celebration!",False
"May 11, 2025 @ 6:22 PM ET","For many years the World has wondered why Prescription Drugs and Pharmaceuticals in the United States States of America were SO MUCH HIGHER IN PRICE THAN THEY WERE IN ANY OTHER NATION, SOMETIMES BEING FIVE TO TEN TIMES MORE EXPENSIVE THAN THE SAME DRUG, MANUFACTURED IN THE EXACT SAME LABORATORY OR PLANT, BY THE SAME COMPANY??? It was always difficult to explain and very embarrassing because, in fact, there was no correct or rightful answer. The Pharmaceutical/Drug Companies would say, for years, that it was Research and Development Costs, and that all of these costs were, and would be, for no reason whatsoever, borne by the “suckers” of America, ALONE. Campaign Contributions can do wonders, but not with me, and not with the Republican Party. We are going to do the right thing, something that the Democrats have fought for many years. Therefore, I am pleased to announce that Tomorrow morning, in the White House, at 9:00 A.M., I will be signing one of the most consequential Executive Orders in our Country’s history. Prescription Drug and Pharmaceutical prices will be REDUCED, almost immediately, by 30% to 80%. They will rise throughout the World in order to equalize and, for the first time in many years, bring FAIRNESS TO AMERICA! I will be instituting a MOST FAVORED NATION’S POLICY whereby the United States will pay the same price as the Nation that pays the lowest price anywhere in the World. Our Country will finally be treated fairly, and our citizens Healthcare Costs will be reduced by numbers never even thought of before. Additionally, on top of everything else, the United States will save TRILLIONS OF DOLLARS. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!",False
"May 11, 2025 @ 2:31 PM ET",My next TRUTH will be one of the most important and impactful I have ever issued. ENJOY!,False
"May 11, 2025 @ 2:26 PM ET","IN JUST THREE MONTHS, TRILLIONS OF DOLLARS (and therefore, record numbers of JOBS!) HAVE BEEN POURING INTO THE USA. THIS IS BECAUSE OF MY TARIFF POLICY, and our great November 5th Election WIN! The very STUPID Democrats are doing everything within their power to disparage what is happening. They are totally unhinged, and have lost all levels of Confidence. It is a financial REVOLUTION, and they are being Crushed. MAGA!!!",False
"May 11, 2025 @ 1:03 PM ET","Our Country has been INVADED by 21,000,000 Illegal Aliens, many of whom are Murderers and Criminals of the Highest Order, and if we aren’t allowed to remove them because of a radicalized and incompetent Court System, the USA will quickly and violently become a CRIME RIDDEN THIRD WORLD NATION, NEVER TO SEE GREATNESS AGAIN. Our lawyers should state this FACT when going before the United States Supreme Court, and all other courts. I was elected in a landslide, won ALL SEVEN SWING STATES, 312 Electoral College Votes, Won 2750 to 525 Districts, and easily won the Popular Vote. I must be allowed to do the job that I was elected to do. If not, we won’t have a Country anymore. MAKE AMERICA GREAT AGAIN!!!",False
"May 11, 2025 @ 12:16 PM ET","President Putin of Russia doesn’t want to have a Cease Fire Agreement with Ukraine, but rather wants to meet on Thursday, in Turkey, to negotiate a possible end to the BLOODBATH. Ukraine should agree to this, IMMEDIATELY. At least they will be able to determine whether or not a deal is possible, and if it is not, European leaders, and the U.S., will know where everything stands, and can proceed accordingly! I’m starting to doubt that Ukraine will make a deal with Putin, who’s too busy celebrating the Victory of World War ll, which could not have been won (not even close!) without the United States of America. HAVE THE MEETING, NOW!!!",False
"May 11, 2025 @ 12:06 AM ET","HAPPY MOTHER’S DAY TO ALL, AND TO ALL A GOODNIGHT!!!",False
"May 11, 2025 @ 12:03 AM ET","A potentially great day for Russia and Ukraine! Think of the hundreds of thousands of lives that will be saved as this never ending “bloodbath” hopefully comes to an end. It will be a whole new, and much better, WORLD. I will continue to work with both sides to make sure that it happens. The USA wants to focus, instead, on Rebuilding and Trade. A BIG week upcoming!",False
"May 10, 2025 @ 11:58 PM ET","I am very proud of the strong and unwaveringly powerful leadership of India and Pakistan for having the strength, wisdom, and fortitude to fully know and understand that it was time to stop the current aggression that could have lead to to the death and destruction of so many, and so much. Millions of good and innocent people could have died! Your legacy is greatly enhanced by your brave actions. I am proud that the USA was able to help you arrive at this historic and heroic decision. While not even discussed, I am going to increase trade, substantially, with both of these great Nations. Additionally, I will work with you both to see if, after a “thousand years,” a solution can be arrived at concerning Kashmir. God Bless the leadership of India and Pakistan on a job well done!!!",False
"May 10, 2025 @ 11:48 PM ET","I am very proud of the strong and unwaveringly powerful leadership of India and Pakistan for having the strength, wisdom, and fortitude to fully know and understand that it was time to stop the current aggression that could have lead to to the death and destruction of so many, and so much. Millions of good and innocent people could have died! Your legacy is greatly enhanced by your brave actions. I am proud that the USA was able to help you arrive a this historic and heroic decision. While not even discussed, I am going to increase trade, substantially, with both of these great Nations. Additionally, I will work with you both to see if, after a “thousand years,” a solution can be arrived at concerning Kashmir. God Bless the leadership of India and Pakistan on a job well done!!!",False
"May 10, 2025 @ 7:12 PM ET","A very good meeting today with China, in Switzerland. Many things discussed, much agreed to. A total reset negotiated in a friendly, but constructive, manner. We want to see, for the good of both China and the U.S., an opening up of China to American business. GREAT PROGRESS MADE!!!",False
"May 10, 2025 @ 11:35 AM ET",“Trump's Three Steps to Economic Growth”,False
"May 10, 2025 @ 7:55 AM ET","After a long night of talks mediated by the United States, I am pleased to announce that India and Pakistan have agreed to a FULL AND IMMEDIATE CEASEFIRE. Congratulations to both Countries on using Common Sense and Great Intelligence. Thank you for your attention to this matter!",False
"May 9, 2025 @ 9:02 PM ET","Today, I signed an Executive Order to launch the first-ever self-deportation program. Illegal aliens who stay in America face punishments, including—sudden deportation, in a place and manner solely of our discretion. TO ALL ILLEGAL ALIENS: BOOK YOUR FREE FLIGHT RIGHT NOW!",False
"May 9, 2025 @ 5:51 PM ET","Congresswoman Carol Miller is an incredible Representative for the Great People of West Virginia’s 1st Congressional District! Carol is a Fierce Advocate for our America First Agenda. In Congress, she is fighting tirelessly to Secure our Border, Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support our Incredible Military/Vets, Champion American Energy, Defend our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. Carol Miller has my Complete and Total Endorsement for Re-Election – SHE WILL NEVER LET YOU DOWN!",False
"May 9, 2025 @ 5:41 PM ET","Congressman Riley Moore is a tremendous America First Representative for the Wonderful People of West Virginia’s 2nd Congressional District! In Congress, Riley is working tirelessly to Grow the Economy, Cut Taxes, Strongly Uphold the Rule of Law, Stop Migrant Crime, Secure our Border, Support our Incredible Military/Vets, and Defend our always under siege Second Amendment. Riley Moore has my Complete and Total Endorsement for Re-Election – HE WILL NEVER LET YOU DOWN!",False
"May 9, 2025 @ 5:41 PM ET","Congresswoman Virginia Foxx is doing a tremendous job fighting for the people of North Carolina’s 5th Congressional District! As Chair of the House Rules Committee, Virginia is working hard to Advance our America First Values, Grow our Economy, Cut Taxes, Secure the Border, Support our Brave Military and Veterans, and Protect and Defend our always under siege Second Amendment. Virginia Foxx has my Complete and Total Endorsement for Re-Election – SHE WILL NEVER LET YOU DOWN!",False
"May 9, 2025 @ 5:41 PM ET","Congressman Tim Walberg is an incredible Representative of Michigan's 5th Congressional District! As Chair of the House Education Committee, Tim is working hard to Advance School Choice, Deliver the Best Education Solutions for our Children, and Defend Parental Rights. Tim is also relentlessly focused on helping us Secure the Border, Stop Migrant Crime, Support our Great Military/Vets, Promote American Energy DOMINANCE, and Defend our always under siege Second Amendment. Tim Walberg has my Complete and Total Endorsement for Re-Election – HE WILL NEVER LET YOU DOWN!",False
"May 9, 2025 @ 5:41 PM ET","Congressman John Joyce is a fantastic Champion for Pennsylvania’s 13th Congressional District! An Original Member of my Pennsylvania Federal Leadership Team, John is fighting hard in Congress to Secure the Border, Unleash American Energy, Support our Military/Veterans, Defend our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. John Joyce has my Complete and Total Endorsement for Re-Election – HE WILL NEVER LET YOU DOWN!",False
"May 9, 2025 @ 5:39 PM ET","Congresswoman Anna Paulina Luna is an incredible Advocate for the Great People of Florida's 13th Congressional District! Anna is an America First Patriot, who fights tirelessly to Grow the Economy, Cut Taxes, Secure our Border, End Migrant Crime, Support our Great Military/Vets, Protect our always under siege Second Amendment, and Restore American Energy DOMINANCE. Anna Paulina Luna is a MAGA Warrior, a WINNER, and has my Complete and Total Endorsement for Re-Election!",False
"May 9, 2025 @ 12:19 PM ET","I just watched an exhausted, highly neurotic Stephanie Ruhle spew LIES about Tariffs, as do many others, in order not to give me the Victory that they all see coming. Few people know Stephanie Ruhle, but I do, and she doesn’t have what it takes. Our Deal with the United Kingdom yesterday was AMAZING for both Countries and, in addition to everything else, British Airways just ordered $10 Billion Dollars worth of new Boeing planes. We’re going to make a fortune with Tariffs, only smart people understand that, and Stephanie was never known as a “High IQ” person. MSDNC has become the Voice of the Democrat Party, and they should be treated as a Political Advocate with all of the Taxes and Penalties therefrom. Their Ratings are terrible, but Brian Roberts and his crew should be forced to TELL THE TRUTH. MAKE AMERICA GREAT AGAIN!",False
"May 9, 2025 @ 12:18 PM ET","I highly recommend Keith Poole, who is the very successful Editor-in-Chief of the New York Post, to take over the entire operation of the highly inaccurate, “China Centric,” Wall Street Journal. It’s an easy move for Rupert, and he’ll love the results. Such a change would be a GREAT DAY for America, but not a Great Day for China!",False
"May 9, 2025 @ 9:41 AM ET","MSNBC, the worst there is on Television misrepresentation, is so far knowingly off in their statements about me and Tariffs that it should be considered a Major Campaign Violation. They are nothing less than an arm of the Democrat National Committee, and their untruths are incredible, real losers. Their ratings are down the tubes, but that pressure on them doesn’t give them the right to lie and cheat!",False
"May 9, 2025 @ 9:33 AM ET","Costs down, NO INFLATION. Very different from what the Fed, and Fake News Media, were hoping for!",False
"May 9, 2025 @ 8:43 AM ET","Many Trade Deals in the hopper, all good (GREAT!) ones!",False
"May 9, 2025 @ 7:44 AM ET","The problem with even a “TINY” tax increase for the RICH, which I and all others would graciously accept in order to help the lower and middle income workers, is that the Radical Left Democrat Lunatics would go around screaming,“Read my lips,” the fabled Quote by George Bush the Elder that is said to have cost him the Election. NO, Ross Perot cost him the Election! In any event, Republicans should probably not do it, but I’m OK if they do!!!",False
"May 9, 2025 @ 7:26 AM ET",80% Tariff on China seems right! Up to Scott B.,False
"May 9, 2025 @ 7:21 AM ET",CHINA SHOULD OPEN UP ITS MARKET TO USA — WOULD BE SO GOOD FOR THEM!!! CLOSED MARKETS DON’T WORK ANYMORE!!!,False
"May 8, 2025 @ 9:09 PM ET",🇺🇸🇬🇧,False
"May 8, 2025 @ 7:17 PM ET","Ed Martin has done an AMAZING job as interim U.S. Attorney, and will be moving to the Department of Justice as the new Director of the Weaponization Working Group, Associate Deputy Attorney General, and Pardon Attorney. In these highly important roles, Ed will make sure we finally investigate the Weaponization of our Government under the Biden Regime, and provide much needed Justice for its victims. Congratulations Ed!",False
"May 8, 2025 @ 6:32 PM ET","I am pleased to announce that Judge Jeanine Pirro will be appointed interim United States Attorney for the District of Columbia. Jeanine was Assistant District Attorney for Westchester County, New York, and then went on to serve as County Judge, and District Attorney, where she was the first woman ever to be elected to those positions. During her time in office, Jeanine was a powerful crusader for victims of crime. Her establishment of the Domestic Violence Bureau in her Prosecutor's Office was the first in the Nation. She excelled in all ways. In addition to her Legal career, Jeanine previously hosted her own Fox News Show, Justice with Judge Jeanine, for ten years, and is currently Co-Host of The Five, one of the Highest Rated Shows on Television. Jeanine is incredibly well qualified for this position, and is considered one of the Top District Attorneys in the History of the State of New York. She is in a class by herself. Congratulations Jeanine!",False
"May 8, 2025 @ 6:03 PM ET","Chairman Jason Simmons is doing a tremendous job leading the North Carolina Republican Party! Jason has been with us from the very beginning, and has been key to our many Republican Victories in The Tar Heel State, including my HISTORIC WINS in 2016, 2020, and 2024! Jason will continue to work closely with me to ensure North Carolina is successful in 2026 and beyond. Jason Simmons has my Complete and Total Endorsement for Re-Election – HE WILL NOT LET YOU DOWN!",False
"May 8, 2025 @ 6:03 PM ET","Chairman Josh McKoon is doing a fantastic job leading the Republican Party of Georgia, a State I LOVE, and WON BIG, in 2024! Josh is 100% MAGA, and I know he will continue to do a fantastic job, and secure many more Victories for Georgia Republicans in 2026, and beyond! Josh McKoon has my Complete and Total Endorsement for Re-Election as Chairman of the George Republican Party – HE WILL NEVER LET YOU DOWN!",False
"May 8, 2025 @ 6:03 PM ET","Chair Julianne Murray is doing a tremendous job leading the Delaware Republican Party. Julianne is MAGA all the way, and has worked tirelessly to Secure our Elections, and Champion our America First Movement. Julianne Murray has my Complete and Total Endorsement for Re-Election — SHE WILL NOT LET YOU DOWN!",False
"May 8, 2025 @ 6:03 PM ET","Republicans in Utah have the opportunity to Re-Elect a FANTASTIC Chairman! Robert Axson has dedicated his life to the Republican Party, and the Great State of Utah. He is Strongly Supported by many, including Highly Respected Senator Mike Lee, and Governor Spencer Cox. Robert Axson has my Complete and Total Endorsement for Re-Election as Chairman of the Utah Republican Party — HE WILL NEVER LET YOU DOWN!",False
"May 8, 2025 @ 6:03 PM ET","Congressman Ryan Mackenzie is an America First Patriot, who is doing an incredible job representing the Great People of Pennsylvania’s 7th Congressional District! In Congress, Ryan is fighting tirelessly to Create Jobs, Cut Taxes, Secure our Border, Support our Incredible Military/Vets, Champion American Energy DOMINANCE, and Protect our always under siege Second Amendment. Ryan Mackenzie has my Complete and Total Endorsement — HE WILL NEVER LET YOU DOWN!",False
"May 8, 2025 @ 6:03 PM ET","Congressman Tom Kean is a Great Representative for the People of New Jersey’s 7th Congressional District! A Tremendous Advocate of our America First Agenda, Tom is working tirelessly to Secure the Border, Stop Crime, Grow our Economy, Cut Taxes, Champion Small Business, Unleash American Energy DOMINANCE, Support our Brave Military and Veterans, and Protect and Defend our always under siege Second Amendment. Tom Kean has my Complete and Total Endorsement — HE WILL NOT LET YOU DOWN!",False
