datetime,Unnamed: 0,text,isRetweet,processed_text,topics,top_3_topics,topic_confidences,sentiment,sentiment_score,named_entities,cluster,Climate & Environment,Consumer & Retail,Corporate Sector,Crypto & Digital Assets,Education & Knowledge,Energy & Commodities,Financial Markets,Geopolitics & Policy,Health & Biotech,Legal & Regulation,Macro Finance,Real Estate & Housing,Society & Labor,Tech & Innovation,Transport & Logistics,Uncertain
2025-05-26 06:28:00,411,HAPPY MEMORIAL DAY!,False,memorial happy day,['Uncertain'],"Society & Labor, Macro Finance, Financial Markets","[0.133, 0.011, 0.011]",POSITIVE,0.9999,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-25 19:03:00,414,"Congressman Troy Downing is doing a truly fantastic job representing the Incredible People of Montana??s 2nd Congressional District!??Troy bravely served our Great Country in the U.S. Air Force as a Combat Veteran and, in Congress, he is fighting tirelessly to Support our Farmers and Ranchers, Champion American Energy DOMINANCE by helping to keep the price of Gasoline, Oil, and all forms of Energy VERY LOW (CHEAP!), Help??Secure??our now VERY??Secure??(Record Setting!) Southern Border, Strengthen our Military/Veterans, Defend our always under siege Second Amendment, which has not been attacked, amended, or changed while I was President, and Restore PEACE THROUGH STRENGTH.??Troy Downing has my Complete and Total Endorsement for Re-Election ?? HE WILL NEVER LET YOU DOWN!",False,incredible people of montana troy great u.s. combat veteran congress ranchers champion american energy gasoline oil energy cheap help secure very record setting southern border strengthen defend peace troy downing complete total congressman truly fantastic job representing congressional district bravely served country air force fighting tirelessly support farmer dominance helping keep price form low always siege second amendment attacked amended changed president restore endorsement never,"['Geopolitics & Policy', 'Energy & Commodities']","Geopolitics & Policy, Energy & Commodities, Macro Finance","[0.967, 0.894, 0.0]",POSITIVE,0.9981,"['american', 'second', 'congress', 'montana', 'u.s.']",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2025-05-25 00:51:00,420,"Why isn??t Harvard saying that almost 31% of their students are from FOREIGN LANDS, and yet those countries, some not at all friendly to the United States, pay NOTHING toward their student??s education, nor do they ever intend to. Nobody told us that! We want to know who those foreign students are, a reasonable request since we give Harvard BILLIONS OF DOLLARS, but Harvard isn??t exactly forthcoming. We want those names and countries. Harvard has $52,000,000, use it, and stop asking for the Federal Government to continue GRANTING money to you!",False,harvard foreign united states nobody harvard billions of dollars harvard harvard federal saying almost student land yet country friendly pay nothing toward student education ever intend told u want know student reasonable request since give exactly forthcoming want name country use stop asking government continue granting money,['Education & Knowledge'],"Education & Knowledge, Geopolitics & Policy, Macro Finance","[0.992, 0.026, 0.002]",NEGATIVE,0.9974,"['united states', 'harvard', 'billions of dollars']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-05-23 07:43:00,424,"The European Union, which was formed for the primary purpose of taking advantage of the United States on TRADE, has been very difficult to deal with. Their powerful Trade Barriers, Vat Taxes, ridiculous Corporate Penalties, Non-Monetary Trade Barriers, Monetary Manipulations, unfair and unjustified lawsuits against Americans Companies, and more, have led to a Trade Deficit with the U.S. of more than $250,000,000 a year, a number which is totally unacceptable. Our discussions with them are going nowhere! Therefore, I am recommending a straight 50% Tariff on the European Union, starting on June 1, 2025. There is no Tariff if the product is built or manufactured in the United States. Thank you for your attention to this matter!",False,european union united states trade trade barriers vat taxes corporate penalties trade barriers monetary manipulations americans companies trade deficit u.s. tariff european union united states formed primary purpose taking advantage difficult deal powerful ridiculous unfair unjustified lawsuit led year number totally unacceptable discussion going nowhere therefore recommending straight starting june product built manufactured thank attention matter,"['Corporate Sector', 'Macro Finance', 'Geopolitics & Policy', 'Financial Markets']","Corporate Sector, Macro Finance, Geopolitics & Policy","[0.932, 0.927, 0.798]",NEGATIVE,0.9981,"['united states trade trade', 'lawsuit led year', 'european union', 'june', 'tariff european union', 'americans', 'u.s.']",1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2025-05-22 14:28:00,430,"Another very big and successful week of WINS for Republicans in Florida, a State that I love, and WON BIG, in 2016, 2020, and 2024. The Republican Party of Florida??s Voter Registration lead over Democrats is now over 1.25 Million ?? a New and Record Level of SUCCESS!??Florida??s largest County, Miami-Dade, has FLIPPED RED to a Republican Majority in Voter Registration, and Republicans lead in a total of 59 out of 67 Counties across the State. ??TRUMP?? was the first Republican Presidential Candidate to win Miami-Dade since 1988.??THANK YOU FLORIDA ?? MAKE AMERICA GREAT AGAIN!",False,wins florida won republican party florida voter registration democrats new record level success florida flipped republican trump republican you florida america another big successful week republican state love big lead million largest county red majority republican lead total county across state first presidential candidate since thank make great,['Uncertain'],"Geopolitics & Policy, Macro Finance, Crypto & Digital Assets","[0.01, 0.0, 0.0]",POSITIVE,0.9987,"['week', 'million', 'florida', 'republican', 'democrats']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-20 08:26:00,440,"Senator Roger Marshall was FANTASTIC this morning on Fox Business, as interviewed by MariaB! The GREAT people of Kansas are lucky to have him!!!",False,roger marshall fantastic fox business mariab great kansas senator morning interviewed people lucky,['Corporate Sector'],"Corporate Sector, Macro Finance, Geopolitics & Policy","[0.668, 0.009, 0.005]",POSITIVE,0.9981,"['morning', 'roger marshall', 'fox business mariab great kansas']",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-19 17:06:00,442,"??As First Lady, my Be Best initiative is focused on improving children's well-being, encouraging kindness and creating a safer online environment for our youth. Today, I'm proud to say that the values of Be Best will be reflected in the law of the land.""",False,first lady best initiative focused improving child encouraging kindness creating safer online environment youth proud say value best reflected law land,['Uncertain'],"Society & Labor, Tech & Innovation, Geopolitics & Policy","[0.095, 0.016, 0.005]",POSITIVE,0.9989,['first'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-19 01:34:00,446,"HOW MUCH DID KAMALA HARRIS PAY BRUCE SPRINGSTEEN FOR HIS POOR PERFORMANCE DURING HER CAMPAIGN FOR PRESIDENT? WHY DID HE ACCEPT THAT MONEY IF HE IS SUCH A FAN OF HERS? ISN??T THAT A MAJOR AND ILLEGAL CAMPAIGN CONTRIBUTION? WHAT ABOUT BEYONC??? ??AND HOW MUCH WENT TO OPRAH, AND BONO??? I am going to call for a major investigation into this matter. Candidates aren??t allowed to pay for ENDORSEMENTS, which is what Kamala did, under the guise of paying for entertainment. In addition, this was a very expensive and desperate effort to artificially build up her sparse crowds. IT??S NOT LEGAL! For these unpatriotic ??entertainers,?? this was just a CORRUPT & UNLAWFUL way to capitalize on a broken system. Thank you for your attention to this matter!!!",False,did harris poor campaign for fan of hers isn major illegal beyonc?? how and endorsements kamala corrupt unlawful much pay bruce springsteen performance president accept money contribution much went oprah bono going call investigation matter candidate allowed pay guise paying entertainment addition expensive desperate effort artificially build sparse crowd unpatriotic entertainer way capitalize broken system thank attention matter,"['Geopolitics & Policy', 'Legal & Regulation']","Geopolitics & Policy, Legal & Regulation, Society & Labor","[0.822, 0.813, 0.006]",NEGATIVE,0.9974,['kamala'],2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2025-05-19 00:42:00,447,CONGRATULATIONS REPUBLICANS!!! MAKE AMERICA GREAT AGAIN!!!,False,congratulations make america republican great,['Uncertain'],"Geopolitics & Policy, Macro Finance, Financial Markets","[0.029, 0.001, 0.001]",POSITIVE,0.9999,['republican'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-17 22:29:00,450,"Why doesn??t Chairman Bob Iger do something about ABC Fake News, especially since I just won $16,000,000 based on the Fake and Defamatory reporting of Liddle?? George Slopadopolus. He was given warnings, but just couldn??t be restrained by ??management.?? Now I see they are at it again, and I again give these SleazeBags fair warning! The wonderful country of Qatar, after agreeing to invest more than 1.4 Trillion Dollars in the United States of America, deserves much better than Misleading (Fake!) News. Everyone, including their lawyers, has been told that ABC must not say that Qatar is giving ME a FREE Boeing 747 Airplane, because they are not. Instead, and as Fake News ABC fully knows and understands, this highly respected country is donating the plane to the United States Air Force/ Defense Department, AND NOT TO ME. By so doing, they are saving our country, and the American Taxpayer, hundreds of millions of dollars. ABC Fake News is one of the WORST",False,bob iger abc fake news fake defamatory liddle george slopadopolus sleazebags qatar united states america fake abc qatar free fake news united states air defense department and american taxpayer abc fake news worst chairman something especially since based reporting given warning restrained see give fair warning wonderful country agreeing invest trillion dollar deserves much better misleading everyone including lawyer told must say giving boeing airplane instead fully know understands highly respected country donating plane saving country hundred million dollar one,"['Geopolitics & Policy', 'Legal & Regulation']","Geopolitics & Policy, Legal & Regulation, Corporate Sector","[0.602, 0.567, 0.287]",NEGATIVE,0.9989,"['united states america fake', 'abc fake news worst', 'abc', 'american taxpayer', 'abc fake news fake', 'boeing', 'free fake news united states air defense department', 'qatar', 'bob iger', 'hundred million dollar']",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2025-05-16 18:55:00,458,"It??s a pretty grueling schedule, people say how the hell do you do it??Genetics!",False,pretty grueling schedule people say hell,['Uncertain'],"Society & Labor, Corporate Sector, Education & Knowledge","[0.006, 0.001, 0.0]",NEGATIVE,0.9991,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-16 18:46:00,461,There has never been a trip like this by any President??,False,never trip like,['Financial Markets'],"Financial Markets, Crypto & Digital Assets, Transport & Logistics","[0.872, 0.076, 0.01]",POSITIVE,0.9971,[],2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-05-16 15:27:00,465,"Senator Markwayne Mullin is doing a tremendous job representing the wonderful People of the Great State of Oklahoma, where I was the only person to win all 77 out of 77 Counties (Ronald Reagan was second with 56 Counties) ?? I did it in 2016, 2020, and 2024!??A MAGA Warrior, and former undefeated professional MMA fighter, Markwayne brings that same Fighting Spirit to the U.S. Senate, where he works tirelessly to Advance our America First Agenda. As the only actual Native American in the Senate (now that Elizabeth ??Pocahontas?? Warren has been determined not to be one!), Markwayne is a fantastic advocate for our Incredible Tribal Communities. Additionally, Markwayne is relentlessly focused on helping us Grow the Economy, Champion American Energy DOMINANCE, Support our Amazing Farmers and Ranchers, Help Secure our now VERY Secure Southern Border, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment, which has not been attacked, amended, or changed while I was President.??Oklahoma, Markwayne Mullin has my Complete and Total Endorsement for Re-Election ?? HE WILL NEVER LET YOU DOWN!",False,markwayne mullin great oklahoma ronald reagan maga warrior mma markwayne u.s. senate advance america american senate elizabeth warren markwayne incredible tribal communities markwayne economy champion american energy dominance support ranchers help secure very southern border stop migrant crime murderers strengthen oklahoma markwayne mullin complete total senator tremendous job representing wonderful people state person win county second county former undefeated professional fighter brings fighting spirit work tirelessly first agenda actual native pocahontas determined one fantastic advocate additionally relentlessly focused helping u grow amazing farmer criminal illegally entering country defend always siege second amendment attacked amended changed president endorsement never,['Geopolitics & Policy'],"Geopolitics & Policy, Legal & Regulation, Society & Labor","[0.924, 0.01, 0.001]",POSITIVE,0.9991,"['ronald reagan', 'oklahoma', 'mma markwayne u.s.', 'american', 'one', 'first', 'senate advance america', 'senate', 'elizabeth warren markwayne', 'markwayne mullin', 'markwayne economy', 'oklahoma markwayne mullin', 'second', 'maga']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-16 11:02:00,466,"Senator Shelley Moore Capito is doing a tremendous job representing the Wonderful People of West Virginia, a State I love and WON BIG in 2016, 2020, and 2024!??As the Chair of the Senate Environment and Public Works Committee, Shelley is working to advance Pro Growth policies, unleash America??s Energy Dominance, and prioritize Clean Air, Clean Water, Clean Soil, and BEAUTIFUL, CLEAN COAL for ALL Americans. Shelley is fighting tirelessly to Grow the Economy, Secure the Border, Stop Migrant Crime, Support our Great Military/Vets, and Defend our always under siege Second Amendment.??Senator Shelley Moore Capito has my Complete and Total Endorsement for Re-Election ?? SHE WILL NOT LET YOU DOWN!",False,shelley moore capito wonderful people of west virginia won senate environment public works committee shelley pro growth america energy dominance clean air clean water clean soil beautiful clean all americans shelley economy border stop migrant crime support great shelley moore capito complete total you senator tremendous job representing state love big chair working advance policy unleash prioritize coal fighting tirelessly secure defend always siege second amendment senator endorsement,"['Climate & Environment', 'Geopolitics & Policy']","Climate & Environment, Geopolitics & Policy, Energy & Commodities","[0.952, 0.719, 0.003]",POSITIVE,0.9993,"['shelley moore', 'senate', 'americans', 'second', 'west virginia']",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-16 00:26:00,471,"The Radical Left SleazeBags, which has no cards remaining in its illegal bag of tricks, is, in a very coordinated manner, PLAYING THE REF with regard to the United States Supreme Court. They lost the Election in a landslide, and with it, have totally lost their confidence and reason. They are stone cold CRAZY! I hope the Supreme Court doesn??t fall for the games they play. The people are with us in bigger numbers than ever before. They want to, MAKE AMERICA GREAT AGAIN!!!",False,radical left the united states supreme court election supreme court make america sleazebags card remaining illegal bag trick coordinated manner playing ref regard lost landslide totally lost confidence reason stone cold crazy hope fall game play people u bigger number ever want great,['Geopolitics & Policy'],"Geopolitics & Policy, Legal & Regulation, Society & Labor","[0.848, 0.149, 0.0]",NEGATIVE,0.9996,"['the united states', 'ref', 'supreme court make america', 'supreme court']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-13 23:53:00,487,RT @IStandWithTrump47I??m so proud of my President!!! #Truth #MAGA ??????????????????????,True,maga rt proud president truth,['Geopolitics & Policy'],"Geopolitics & Policy, Corporate Sector, Financial Markets","[0.863, 0.014, 0.009]",POSITIVE,0.9995,['maga rt proud'],2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-13 16:07:00,489,So nice. Thank you!,False,nice thank,['Uncertain'],"Financial Markets, Tech & Innovation, Macro Finance","[0.006, 0.005, 0.004]",POSITIVE,0.9999,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-13 15:51:00,490,A great day in Saudi Arabia!!!,False,saudi arabia great day,"['Financial Markets', 'Geopolitics & Policy', 'Macro Finance']","Financial Markets, Geopolitics & Policy, Macro Finance","[0.987, 0.985, 0.966]",POSITIVE,0.9993,['saudi arabia'],1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2025-05-13 13:43:00,492,"No Inflation, and Prices of Gasoline, Energy, Groceries, and practically everything else, are DOWN!!! THE FED must lower the RATE, like Europe and China have done. What is wrong with Too Late Powell? Not fair to America, which is ready to blossom? Just let it all happen, it will be a beautiful thing!",False,gasoline energy groceries down fed rate europe china too late powell america inflation price practically everything else must lower like done wrong fair ready blossom let happen beautiful thing,"['Financial Markets', 'Macro Finance', 'Energy & Commodities', 'Geopolitics & Policy']","Financial Markets, Macro Finance, Energy & Commodities","[1.0, 1.0, 0.992]",NEGATIVE,0.9977,"['europe china', 'america']",1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2025-05-13 03:27:00,493,Just landed in Saudi Arabia!,False,saudi arabia landed,['Geopolitics & Policy'],"Geopolitics & Policy, Transport & Logistics, Macro Finance","[0.974, 0.054, 0.025]",POSITIVE,0.9988,['saudi arabia'],2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-12 22:08:00,495,"Joe Concha has written an incredible new book, ??THE GREATEST COMEBACK EVER: Inside Trump??s Big Beautiful Campaign.?? Joe has been studying our Movement from the very beginning and understands, far better than the many other so-called ??experts,?? the Iconic Moments that contributed to our truly Historic Election. We broke through the Fake News, which is getting worse by the hour, and exposed the TRUTH of the many challenges our Nation is facing ?? and WON BIG. THE BEST IS YET TO COME!",False,joe concha the greatest inside trump joe iconic historic election fake news truth won best written incredible book comeback ever big beautiful studying movement beginning understands far better many expert moment contributed truly broke getting worse hour exposed many challenge nation facing big yet come,['Education & Knowledge'],"Education & Knowledge, Geopolitics & Policy, Financial Markets","[0.991, 0.055, 0.029]",POSITIVE,0.9972,"['joe concha', 'joe iconic']",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-05-12 13:04:00,499,"This week the Republicans are meeting in the Tax, Energy, and Agriculture Committees on major pieces of ??THE ONE, BIG, BEAUTIFUL BILL.?? Republicans need to UNIFY behind their Highly Respected Chairmen, Jason Smith, Brett Guthrie, and Glenn ??GT?? Thompson. Remember, these are men that truly strive to do what is RIGHT for America. The Democrats, on the other hand, want to DESTROY our Country. You must oppose these Democrat Amendments which, in all fairness to them, were made prior to my News Conference this morning announcing that Drug Prices, under our Most Favored Nations Policy, will be going down from 50% to 90%, affecting EVERYTHING that is done in a very positive way. When I return from the Middle East, where great things will happen for America, we will work together on any and all outstanding issues, but there shouldn??t be many ?? The Bill is GREAT. We have no alternative, WE MUST WIN! But now, with the tremendous Drug and Pharmaceutical Cuts, plus massive incoming Tariff Money, our ??GREAT, BIG, BEAUTIFUL BILL?? just got much BIGGER and BETTER. The Golden Age of America will soon be upon us. MAKE AMERICA GREAT AGAIN!",False,tax energy agriculture committees the one big beautiful jason smith brett guthrie glenn america democrats drug prices policy middle east america bill great we pharmaceutical cuts tariff money great big beautiful bigger better golden age america make america week republican meeting major piece republican need unify behind highly respected chairman gt thompson remember men truly strive right hand want destroy country must oppose amendment fairness made prior news conference morning announcing favored nation going affecting everything done positive way return thing happen work together outstanding issue many alternative must win tremendous plus massive incoming got much soon upon u,['Geopolitics & Policy'],"Geopolitics & Policy, Macro Finance, Energy & Commodities","[0.714, 0.016, 0.0]",POSITIVE,0.9974,"['one', 'gt thompson', 'middle east america', 'brett guthrie glenn america democrats drug', 'age america make america', 'republican', 'jason smith', 'morning']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-12 12:21:00,502,"Edan Alexander, the last living American hostage, is being sreleased. Congratulations to his wonderful parents, family, and friends!",False,edan alexander american last living hostage sreleased congratulation wonderful parent family friend,['Uncertain'],"Legal & Regulation, Geopolitics & Policy, Education & Knowledge","[0.147, 0.003, 0.002]",POSITIVE,0.9984,"['american', 'edan']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-11 20:08:00,506,"So funny to watch old timer Martha Raditz on ABC Fake News (the Slopadopolus show!) this morning, blurt out that, effectively, Pope Leo??s selection had nothing to do with Donald Trump. It came out of nowhere, but it was on her Trump Deranged Mind. Remember, I did WIN the Catholic Vote, by a lot! Bob Iger should do something about the losers and haters he??s got on his low rated shows. It??s time for change. MAGA!!!",False,martha raditz abc fake news slopadopolus pope leo donald trump trump deranged mind catholic vote bob iger maga funny watch old timer show morning blurt effectively selection nothing came nowhere remember win lot something loser hater got low rated show time change,['Uncertain'],"Geopolitics & Policy, Society & Labor, Financial Markets","[0.02, 0.0, 0.0]",NEGATIVE,0.997,"['catholic', 'leo donald', 'martha raditz abc fake', 'maga funny']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-11 18:38:00,507,"I am happy to announce that Edan Alexander, an American citizen who has been held hostage since October 2023, is coming home to his family. I am grateful to all those involved in making this monumental news happen. This was a step taken in good faith towards the United States and the efforts of the mediators ?? Qatar and Egypt ?? to put an end to this very brutal war and return ALL living hostages and remains to their loved ones. Hopefully this is the first of those final steps necessary to end this brutal conflict. I look very much forward to that day of celebration!",False,edan alexander american united states qatar egypt happy announce citizen held hostage since october coming home family grateful involved making monumental news happen step taken good faith towards effort mediator put end brutal war return living hostage remains loved one hopefully first final step necessary end brutal conflict look much forward day celebration,['Geopolitics & Policy'],"Geopolitics & Policy, Society & Labor, Legal & Regulation","[0.977, 0.003, 0.001]",POSITIVE,0.9979,"['united states', 'american', 'edan', 'one', 'first', 'egypt', 'october', 'qatar']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-11 14:31:00,509,My next TRUTH will be one of the most important and impactful I have ever issued. ENJOY!,False,truth next one important impactful ever issued enjoy,['Uncertain'],"Education & Knowledge, Financial Markets, Society & Labor","[0.371, 0.005, 0.003]",POSITIVE,0.9987,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-11 00:06:00,513,"HAPPY MOTHER??S DAY TO ALL, AND TO ALL A GOODNIGHT!!!",False,happy mother and day goodnight,['Uncertain'],"Society & Labor, Health & Biotech, Crypto & Digital Assets","[0.019, 0.001, 0.0]",POSITIVE,0.9998,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-10 23:58:00,515,"I am very proud of the strong and unwaveringly powerful leadership of India and Pakistan for having the strength, wisdom, and fortitude to fully know and understand that it was time to stop the current aggression that could have lead to to the death and destruction of so many, and so much. Millions of good and innocent people could have died! Your legacy is greatly enhanced by your brave actions. I am proud that the USA was able to help you arrive at this historic and heroic decision. While not even discussed, I am going to increase trade, substantially, with both of these great Nations. Additionally, I will work with you both to see if, after a ??thousand years,?? a solution can be arrived at concerning Kashmir. God Bless the leadership of India and Pakistan on a job well done!!!",False,india pakistan usa kashmir god bless india pakistan proud strong unwaveringly powerful leadership strength wisdom fortitude fully know understand time stop current aggression could lead death destruction many much million good innocent people could died legacy greatly enhanced brave action proud able help arrive historic heroic decision even discussed going increase trade substantially great nation additionally work see thousand year solution arrived concerning leadership job well done,['Geopolitics & Policy'],"Geopolitics & Policy, Society & Labor, Corporate Sector","[0.97, 0.031, 0.005]",POSITIVE,0.9996,"['india', 'india pakistan usa kashmir god', 'thousand year', 'pakistan']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-10 23:48:00,516,"I am very proud of the strong and unwaveringly powerful leadership of India and Pakistan for having the strength, wisdom, and fortitude to fully know and understand that it was time to stop the current aggression that could have lead to to the death and destruction of so many, and so much. Millions of good and innocent people could have died! Your legacy is greatly enhanced by your brave actions. I am proud that the USA was able to help you arrive a this historic and heroic decision. While not even discussed, I am going to increase trade, substantially, with both of these great Nations. Additionally, I will work with you both to see if, after a ??thousand years,?? a solution can be arrived at concerning Kashmir. God Bless the leadership of India and Pakistan on a job well done!!!",False,india pakistan usa kashmir god bless india pakistan proud strong unwaveringly powerful leadership strength wisdom fortitude fully know understand time stop current aggression could lead death destruction many much million good innocent people could died legacy greatly enhanced brave action proud able help arrive historic heroic decision even discussed going increase trade substantially great nation additionally work see thousand year solution arrived concerning leadership job well done,['Geopolitics & Policy'],"Geopolitics & Policy, Society & Labor, Corporate Sector","[0.97, 0.031, 0.005]",POSITIVE,0.9996,"['india', 'india pakistan usa kashmir god', 'thousand year', 'pakistan']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-10 11:35:00,518,??Trump's Three Steps to Economic Growth??,False,trump steps economic growth three,['Macro Finance'],"Macro Finance, Geopolitics & Policy, Financial Markets","[0.984, 0.023, 0.003]",POSITIVE,0.998,['three'],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-05-09 17:41:00,522,"Congressman Riley Moore is a tremendous America First Representative for the Wonderful People of West Virginia??s 2nd Congressional District!??In Congress, Riley is working tirelessly to Grow the Economy, Cut Taxes, Strongly Uphold the Rule of Law, Stop Migrant Crime, Secure our Border, Support our Incredible Military/Vets, and Defend our always under siege Second Amendment.??Riley Moore has my Complete and Total Endorsement for Re-Election ?? HE WILL NEVER LET YOU DOWN!",False,riley moore america wonderful people of west virginia congress riley economy cut taxes strongly rule law stop migrant crime support incredible military/vets riley moore complete total congressman tremendous first representative congressional district working tirelessly grow uphold secure border defend always siege second amendment endorsement never,['Geopolitics & Policy'],"Geopolitics & Policy, Legal & Regulation, Macro Finance","[0.853, 0.006, 0.0]",POSITIVE,0.999,"['first', 'second', 'riley moore america', 'west virginia']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-09 17:39:00,526,"Congresswoman Anna Paulina Luna is an incredible Advocate for the Great People of Florida's 13th Congressional District!??Anna is an America First Patriot, who fights tirelessly to Grow the Economy, Cut Taxes, Secure our Border, End Migrant Crime, Support our Great Military/Vets, Protect our always under siege Second Amendment, and Restore American Energy DOMINANCE.??Anna Paulina Luna is a MAGA Warrior, a WINNER, and has my Complete and Total Endorsement for Re-Election!",False,anna paulina luna great florida anna america patriot economy cut taxes border end migrant crime support great restore american energy anna paulina luna maga warrior winner complete total congresswoman incredible advocate people congressional district first fight tirelessly grow secure protect always siege second amendment dominance endorsement,['Geopolitics & Policy'],"Geopolitics & Policy, Society & Labor, Legal & Regulation","[0.967, 0.002, 0.002]",POSITIVE,0.9983,"['american', 'first', 'florida', 'anna paulina', 'second', 'anna america', 'maga']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-09 08:43:00,531,"Many Trade Deals in the hopper, all good (GREAT!) ones!",False,great many trade deal hopper good one,"['Financial Markets', 'Consumer & Retail']","Financial Markets, Consumer & Retail, Corporate Sector","[0.993, 0.71, 0.389]",POSITIVE,0.9995,[],1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-05-08 19:17:00,536,"Ed Martin has done an AMAZING job as interim U.S. Attorney, and will be moving to the Department of Justice as the new Director of the Weaponization Working Group, Associate Deputy Attorney General, and Pardon Attorney. In these highly important roles, Ed will make sure we finally investigate the Weaponization of our Government under the Biden Regime, and provide much needed Justice for its victims. Congratulations Ed!",False,ed martin u.s. department justice weaponization associate pardon attorney ed biden regime justice done amazing job interim moving new director working group deputy general highly important role make sure finally investigate government provide much needed victim congratulation,['Legal & Regulation'],"Legal & Regulation, Geopolitics & Policy, Society & Labor","[0.66, 0.037, 0.0]",POSITIVE,0.9992,"['ed biden', 'ed martin u.s.']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-05-08 18:03:00,538,"Chairman Jason Simmons is doing a tremendous job leading the North Carolina Republican Party! Jason has been with us from the very beginning, and has been key to our many Republican Victories in The Tar Heel State, including my HISTORIC WINS in 2016, 2020, and 2024! Jason will continue to work closely with me to ensure North Carolina is successful in 2026 and beyond. Jason Simmons has my Complete and Total Endorsement for Re-Election ?? HE WILL NOT LET YOU DOWN!",False,jason simmons north carolina republican party jason republican tar heel state historic jason north carolina jason simmons complete total let chairman tremendous job leading u beginning key many victory including win continue work closely ensure successful beyond endorsement,['Uncertain'],"Geopolitics & Policy, Legal & Regulation, Financial Markets","[0.004, 0.0, 0.0]",POSITIVE,0.9993,"['north carolina', 'republican party jason republican', 'jason simmons', 'historic jason north carolina jason simmons complete']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-08 18:03:00,539,"Chairman Josh McKoon is doing a fantastic job leading the Republican Party of Georgia, a State I LOVE, and WON BIG, in 2024! Josh is 100% MAGA, and I know he will continue to do a fantastic job, and secure many more Victories for Georgia Republicans in 2026, and beyond! Josh McKoon has my Complete and Total Endorsement for Re-Election as Chairman of the George Republican Party ?? HE WILL NEVER LET YOU DOWN!",False,josh mckoon republican party georgia love won josh maga georgia republicans josh mckoon complete total george republican party chairman fantastic job leading state big know continue fantastic job secure many victory beyond endorsement chairman never,['Uncertain'],"Geopolitics & Policy, Corporate Sector, Education & Knowledge","[0.004, 0.0, 0.0]",POSITIVE,0.9997,"['george republican party', 'republican party', 'josh mckoon', 'josh maga', 'republicans', 'georgia']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-08 18:03:00,540,"Chair Julianne Murray is doing a tremendous job leading the Delaware Republican Party. Julianne is MAGA all the way, and has worked tirelessly to Secure our Elections, and Champion our America First Movement. Julianne Murray has my Complete and Total Endorsement for Re-Election ?? SHE WILL NOT LET YOU DOWN!",False,chair julianne murray delaware republican party julianne maga america julianne murray complete total you tremendous job leading way worked tirelessly secure election champion first movement endorsement,['Uncertain'],"Geopolitics & Policy, Society & Labor, Corporate Sector","[0.007, 0.0, 0.0]",POSITIVE,0.9997,"['delaware republican party', 'julianne murray', 'julianne maga', 'first']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
